36061,New York
06037,Los Angeles
17031,Chicago
48201,Houston
04013,Phoenix
42101,Philadelphia
48029,San Antonio
06073,San Diego
48113,Dallas
06085,San Jose
48453,Austin
12031,Jacksonville
48439,Fort Worth
39049,Columbus
06075,San Francisco
37119,Charlotte
18097,Indianapolis
53033,Seattle
08031,Denver
11001,Washington D.C.
